code,ticker,name,market,sector33_code,sector33,size_code,size
4613,4613.T,関西ペイント,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4626,4626.T,太陽ホールディングス,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4631,4631.T,ＤＩＣ,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4661,4661.T,オリエンタルランド,プライム（内国株式）,9050,サービス業,2,TOPIX Large70
4665,4665.T,ダスキン,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4666,4666.T,パーク２４,プライム（内国株式）,8050,不動産業,4,TOPIX Mid400
4676,4676.T,フジ・メディア・ホールディングス,プライム（内国株式）,5250,情報・通信業,4,TOPIX Mid400
4680,4680.T,ラウンドワン,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4681,4681.T,リゾートトラスト,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4684,4684.T,オービック,プライム（内国株式）,5250,情報・通信業,4,TOPIX Mid400
4689,4689.T,ＬＩＮＥヤフー,プライム（内国株式）,5250,情報・通信業,2,TOPIX Large70
4704,4704.T,トレンドマイクロ,プライム（内国株式）,5250,情報・通信業,4,TOPIX Mid400
4732,4732.T,ユー・エス・エス,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4733,4733.T,オービックビジネスコンサルタント,プライム（内国株式）,5250,情報・通信業,4,TOPIX Mid400
4751,4751.T,サイバーエージェント,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4755,4755.T,楽天グループ,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
4768,4768.T,大塚商会,プライム（内国株式）,5250,情報・通信業,4,TOPIX Mid400
4887,4887.T,サワイグループホールディングス,プライム（内国株式）,3250,医薬品,4,TOPIX Mid400
4901,4901.T,富士フイルムホールディングス,プライム（内国株式）,3200,化学,2,TOPIX Large70
4902,4902.T,コニカミノルタ,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
4911,4911.T,資生堂,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4912,4912.T,ライオン,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4922,4922.T,コーセーホールディングス,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4927,4927.T,ポーラ・オルビスホールディングス,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4967,4967.T,小林製薬,プライム（内国株式）,3200,化学,4,TOPIX Mid400
4980,4980.T,デクセリアルズ,プライム（内国株式）,3200,化学,4,TOPIX Mid400
5016,5016.T,ＪＸ金属,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5019,5019.T,出光興産,プライム（内国株式）,3300,石油・石炭製品,4,TOPIX Mid400
5020,5020.T,ＥＮＥＯＳホールディングス,プライム（内国株式）,3300,石油・石炭製品,2,TOPIX Large70
5021,5021.T,コスモエネルギーホールディングス,プライム（内国株式）,3300,石油・石炭製品,4,TOPIX Mid400
5076,5076.T,インフロニア・ホールディングス,プライム（内国株式）,2050,建設業,4,TOPIX Mid400
5101,5101.T,横浜ゴム,プライム（内国株式）,3350,ゴム製品,4,TOPIX Mid400
5105,5105.T,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,3350,ゴム製品,4,TOPIX Mid400
5108,5108.T,ブリヂストン,プライム（内国株式）,3350,ゴム製品,2,TOPIX Large70
5110,5110.T,住友ゴム工業,プライム（内国株式）,3350,ゴム製品,4,TOPIX Mid400
5201,5201.T,ＡＧＣ,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5214,5214.T,日本電気硝子,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5232,5232.T,住友大阪セメント,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5233,5233.T,太平洋セメント,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5301,5301.T,東海カーボン,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5332,5332.T,ＴＯＴＯ,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5333,5333.T,ＮＧＫ,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5334,5334.T,日本特殊陶業,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5344,5344.T,ＭＡＲＵＷＡ,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5393,5393.T,ニチアス,プライム（内国株式）,3400,ガラス・土石製品,4,TOPIX Mid400
5401,5401.T,日本製鉄,プライム（内国株式）,3450,鉄鋼,2,TOPIX Large70
5406,5406.T,神戸製鋼所,プライム（内国株式）,3450,鉄鋼,4,TOPIX Mid400
5411,5411.T,ＪＦＥホールディングス,プライム（内国株式）,3450,鉄鋼,4,TOPIX Mid400
5444,5444.T,大和工業,プライム（内国株式）,3450,鉄鋼,4,TOPIX Mid400
5463,5463.T,丸一鋼管,プライム（内国株式）,3450,鉄鋼,4,TOPIX Mid400
5471,5471.T,大同特殊鋼,プライム（内国株式）,3450,鉄鋼,4,TOPIX Mid400
5631,5631.T,日本製鋼所,プライム（内国株式）,3600,機械,4,TOPIX Mid400
5706,5706.T,三井金属,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5711,5711.T,三菱マテリアル,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5713,5713.T,住友金属鉱山,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5714,5714.T,ＤＯＷＡホールディングス,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5801,5801.T,古河電気工業,プライム（内国株式）,3500,非鉄金属,4,TOPIX Mid400
5802,5802.T,住友電気工業,プライム（内国株式）,3500,非鉄金属,2,TOPIX Large70
5803,5803.T,フジクラ,プライム（内国株式）,3500,非鉄金属,2,TOPIX Large70
5830,5830.T,いよぎんホールディングス,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
5831,5831.T,しずおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
5832,5832.T,ちゅうぎんフィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
5838,5838.T,楽天銀行,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
5844,5844.T,京都フィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
5901,5901.T,東洋製罐グループホールディングス,プライム（内国株式）,3550,金属製品,4,TOPIX Mid400
5929,5929.T,三和ホールディングス,プライム（内国株式）,3550,金属製品,4,TOPIX Mid400
5938,5938.T,ＬＩＸＩＬ,プライム（内国株式）,3550,金属製品,4,TOPIX Mid400
5947,5947.T,リンナイ,プライム（内国株式）,3550,金属製品,4,TOPIX Mid400
5991,5991.T,日本発條,プライム（内国株式）,3550,金属製品,4,TOPIX Mid400
6005,6005.T,三浦工業,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6098,6098.T,リクルートホールディングス,プライム（内国株式）,9050,サービス業,1,TOPIX Core30
6113,6113.T,アマダ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6134,6134.T,ＦＵＪＩ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6136,6136.T,オーエスジー,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6141,6141.T,ＤＭＧ森精機,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6146,6146.T,ディスコ,プライム（内国株式）,3600,機械,2,TOPIX Large70
6178,6178.T,日本郵政,プライム（内国株式）,9050,サービス業,2,TOPIX Large70
6268,6268.T,ナブテスコ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6269,6269.T,三井海洋開発,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6273,6273.T,ＳＭＣ,プライム（内国株式）,3600,機械,2,TOPIX Large70
6301,6301.T,小松製作所,プライム（内国株式）,3600,機械,2,TOPIX Large70
6302,6302.T,住友重機械工業,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6305,6305.T,日立建機,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6323,6323.T,ローツェ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6326,6326.T,クボタ,プライム（内国株式）,3600,機械,2,TOPIX Large70
6361,6361.T,荏原製作所,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6367,6367.T,ダイキン工業,プライム（内国株式）,3600,機械,1,TOPIX Core30
6368,6368.T,オルガノ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6370,6370.T,栗田工業,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6383,6383.T,ダイフク,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6417,6417.T,ＳＡＮＫＹＯ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6436,6436.T,アマノ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6448,6448.T,ブラザー工業,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6457,6457.T,グローリー,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6460,6460.T,セガサミーホールディングス,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6465,6465.T,ホシザキ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6471,6471.T,日本精工,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6472,6472.T,ＮＴＮ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6473,6473.T,ジェイテクト,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6479,6479.T,ミネベアミツミ,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6481,6481.T,ＴＨＫ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6501,6501.T,日立製作所,プライム（内国株式）,3650,電気機器,1,TOPIX Core30
6503,6503.T,三菱電機,プライム（内国株式）,3650,電気機器,1,TOPIX Core30
6504,6504.T,富士電機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6506,6506.T,安川電機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6525,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6526,6526.T,ソシオネクスト,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6532,6532.T,ベイカレント,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
6544,6544.T,ジャパンエレベーターサービスホールディングス,プライム（内国株式）,9050,サービス業,4,TOPIX Mid400
6586,6586.T,マキタ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
6592,6592.T,マブチモーター,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6632,6632.T,ＪＶＣケンウッド,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6645,6645.T,オムロン,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6674,6674.T,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6701,6701.T,日本電気,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6702,6702.T,富士通,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6707,6707.T,サンケン電気,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6723,6723.T,ルネサスエレクトロニクス,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6724,6724.T,セイコーエプソン,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6728,6728.T,アルバック,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6752,6752.T,パナソニック　ホールディングス,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6753,6753.T,シャープ,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6754,6754.T,アンリツ,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6758,6758.T,ソニーグループ,プライム（内国株式）,3650,電気機器,1,TOPIX Core30
6762,6762.T,ＴＤＫ,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6770,6770.T,アルプスアルパイン,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6806,6806.T,ヒロセ電機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6841,6841.T,横河電機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6845,6845.T,アズビル,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6849,6849.T,日本光電工業,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6856,6856.T,堀場製作所,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6857,6857.T,アドバンテスト,プライム（内国株式）,3650,電気機器,1,TOPIX Core30
6861,6861.T,キーエンス,プライム（内国株式）,3650,電気機器,1,TOPIX Core30
6869,6869.T,シスメックス,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6902,6902.T,デンソー,プライム（内国株式）,3700,輸送用機器,2,TOPIX Large70
6920,6920.T,レーザーテック,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6923,6923.T,スタンレー電気,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6925,6925.T,ウシオ電機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6951,6951.T,日本電子,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6952,6952.T,カシオ計算機,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6954,6954.T,ファナック,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6963,6963.T,ローム,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6965,6965.T,浜松ホトニクス,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6971,6971.T,京セラ,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6976,6976.T,太陽誘電,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
6981,6981.T,村田製作所,プライム（内国株式）,3650,電気機器,2,TOPIX Large70
6988,6988.T,日東電工,プライム（内国株式）,3200,化学,4,TOPIX Mid400
7003,7003.T,三井Ｅ＆Ｓ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
7011,7011.T,三菱重工業,プライム（内国株式）,3600,機械,1,TOPIX Core30
7012,7012.T,川崎重工業,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7013,7013.T,ＩＨＩ,プライム（内国株式）,3600,機械,4,TOPIX Mid400
7164,7164.T,全国保証,プライム（内国株式）,7200,その他金融業,4,TOPIX Mid400
7167,7167.T,めぶきフィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
7180,7180.T,九州フィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
7181,7181.T,かんぽ生命保険,プライム（内国株式）,7150,保険業,4,TOPIX Mid400
7182,7182.T,ゆうちょ銀行,プライム（内国株式）,7050,銀行業,2,TOPIX Large70
7186,7186.T,横浜フィナンシャルグループ,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
7189,7189.T,西日本フィナンシャルホールディングス,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
7201,7201.T,日産自動車,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7202,7202.T,いすゞ自動車,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7203,7203.T,トヨタ自動車,プライム（内国株式）,3700,輸送用機器,1,TOPIX Core30
7211,7211.T,三菱自動車工業,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7240,7240.T,ＮＯＫ,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7259,7259.T,アイシン,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7261,7261.T,マツダ,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7267,7267.T,本田技研工業,プライム（内国株式）,3700,輸送用機器,1,TOPIX Core30
7269,7269.T,スズキ,プライム（内国株式）,3700,輸送用機器,2,TOPIX Large70
7270,7270.T,ＳＵＢＡＲＵ,プライム（内国株式）,3700,輸送用機器,2,TOPIX Large70
7272,7272.T,ヤマハ発動機,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7276,7276.T,小糸製作所,プライム（内国株式）,3650,電気機器,4,TOPIX Mid400
7282,7282.T,豊田合成,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7309,7309.T,シマノ,プライム（内国株式）,3700,輸送用機器,2,TOPIX Large70
7313,7313.T,テイ・エス　テック,プライム（内国株式）,3700,輸送用機器,4,TOPIX Mid400
7337,7337.T,ひろぎんホールディングス,プライム（内国株式）,7050,銀行業,4,TOPIX Mid400
7453,7453.T,良品計画,プライム（内国株式）,6100,小売業,4,TOPIX Mid400
7458,7458.T,第一興商,プライム（内国株式）,6050,卸売業,4,TOPIX Mid400
7459,7459.T,メディパルホールディングス,プライム（内国株式）,6050,卸売業,4,TOPIX Mid400
7476,7476.T,アズワン,プライム（内国株式）,6050,卸売業,4,TOPIX Mid400
7532,7532.T,パン・パシフィック・インターナショナルホールディングス,プライム（内国株式）,6100,小売業,4,TOPIX Mid400
7550,7550.T,ゼンショーホールディングス,プライム（内国株式）,6100,小売業,4,TOPIX Mid400
